REGION,JOB_TITLE,SALARY,LOAN_AMOUNT,PERIOD,TARGET
Москва,Экономист,157495,1300700,84,1
Москва,Программист,210561,774324,24,1
Казань,Бухгалтер,75614,1300700,36,0
Москва,Бухгалтер,137245,414172,96,1
Казань,Экономист,189242,1023660,12,0
Питер,Программист,210561,234096,108,1
Казань,Программист,112309,885140,96,1
Казань,Бухгалтер,96231,1522332,48,0
Москва,Программист,157495,1743964,12,0
Питер,Программист,96231,1342256,36,0
Питер,Экономист,112309,1868632,60,1
Питер,Экономист,137245,718916,48,1
Казань,Программист,137245,815880,24,1
Питер,Экономист,75614,1965596,96,1
Казань,Экономист,96231,1924040,24,0
Питер,Программист,137245,1730112,60,1
Москва,Бухгалтер,112309,524988,60,1
Москва,Бухгалтер,112309,802028,108,1
Казань,Экономист,89450,1037512,36,0
Казань,Экономист,210561,802028,60,1
Казань,Экономист,137245,1120624,12,0
Москва,Бухгалтер,189242,1508480,48,1
Москва,Бухгалтер,75614,1937892,48,0
Москва,Экономист,137245,1633148,84,1
Казань,Экономист,89450,1536184,24,0
Казань,Бухгалтер,96231,1369960,96,1
Москва,Программист,96231,1522332,72,1
Питер,Программист,137245,1896336,12,0
Москва,Бухгалтер,75614,1743964,96,1
Казань,Бухгалтер,112309,497284,108,1
Казань,Экономист,89450,1508480,48,0
Казань,Бухгалтер,137245,705064,12,0
Москва,Программист,157495,1937892,36,0
Москва,Экономист,112309,441876,96,1
Москва,Программист,112309,1993300,36,0
Питер,Бухгалтер,75614,192540,84,1
Питер,Бухгалтер,89450,968252,96,1
Питер,Программист,75614,635804,36,1
Москва,Программист,157495,289504,36,1
Москва,Бухгалтер,96231,1965596,84,1
Казань,Бухгалтер,210561,1259144,48,1
Питер,Экономист,75614,1757816,108,1
Питер,Экономист,89450,1051364,108,1
Казань,Экономист,189242,1051364,84,1
Питер,Бухгалтер,137245,1508480,12,0
Казань,Экономист,112309,1189884,108,1
Казань,Экономист,96231,1854780,96,1
Москва,Программист,75614,234096,24,1
Москва,Экономист,137245,788176,24,1
Питер,Программист,157495,843584,12,0
Питер,Экономист,89450,1148328,108,1
Казань,Бухгалтер,137245,1993300,24,0
Москва,Экономист,75614,1813224,84,1
Москва,Бухгалтер,89450,1868632,96,1
Казань,Программист,112309,1328404,84,1
Питер,Экономист,157495,1286848,108,1
Казань,Программист,157495,275652,60,1
Москва,Экономист,210561,1619296,24,0
Питер,Программист,157495,608100,84,1
Казань,Экономист,189242,455728,96,1
Питер,Бухгалтер,137245,1106772,108,1
Питер,Бухгалтер,112309,289504,108,1
Москва,Бухгалтер,112309,677360,108,1
Питер,Программист,96231,331060,108,1
Москва,Бухгалтер,75614,1397664,108,1
Москва,Бухгалтер,75614,1799372,48,0
Казань,Экономист,210561,1882484,96,1
Казань,Программист,157495,483432,108,1
Казань,Программист,112309,1328404,84,1
Казань,Бухгалтер,157495,815880,48,1
Казань,Экономист,210561,621952,60,1
Казань,Экономист,189242,788176,96,1
Москва,Экономист,137245,1259144,36,1
Питер,Бухгалтер,75614,303356,108,1
Москва,Бухгалтер,89450,940548,24,0
Питер,Экономист,96231,1868632,24,0
Москва,Бухгалтер,112309,677360,72,1
Москва,Экономист,189242,1106772,24,1
Питер,Экономист,157495,1785520,24,0
Питер,Программист,189242,1619296,48,1
Казань,Экономист,137245,428024,48,1
Питер,Бухгалтер,189242,1453072,48,1
Москва,Экономист,75614,1480776,60,0
Москва,Программист,112309,1134476,12,0
Москва,Бухгалтер,189242,1965596,84,1
Питер,Программист,112309,1092920,72,1
Москва,Экономист,112309,538840,72,1
Питер,Программист,89450,400320,48,1
Москва,Бухгалтер,157495,206392,60,1
Питер,Программист,89450,1924040,12,0
Казань,Программист,112309,995956,48,1
Питер,Экономист,89450,691212,24,0
Питер,Бухгалтер,137245,732768,36,1
Москва,Бухгалтер,75614,552692,36,1
Питер,Экономист,89450,677360,12,0
Казань,Бухгалтер,96231,1785520,12,0
Казань,Экономист,157495,1411516,36,1
Казань,Экономист,157495,1591592,36,1
Москва,Программист,189242,663508,12,1
Москва,Программист,112309,1162180,96,1
Казань,Программист,189242,1536184,72,1
Питер,Программист,137245,428024,108,1
Казань,Экономист,137245,1854780,96,1
Питер,Экономист,75614,982104,72,1
Казань,Экономист,189242,1494628,48,1
Питер,Программист,210561,1176032,60,1
Москва,Программист,75614,1896336,12,0
Москва,Бухгалтер,75614,732768,84,1
Москва,Экономист,189242,580396,36,1
Питер,Экономист,137245,1799372,72,1
Питер,Программист,96231,1092920,60,1
Казань,Программист,112309,1937892,108,1
Казань,Программист,210561,1259144,60,1
Казань,Бухгалтер,157495,1979448,108,1
Казань,Бухгалтер,75614,1425368,84,1
Питер,Программист,210561,206392,96,1
Питер,Бухгалтер,89450,1757816,84,1
Питер,Экономист,157495,594248,24,1
Казань,Экономист,89450,954400,96,1
Питер,Бухгалтер,157495,802028,12,0
Москва,Бухгалтер,137245,1702408,60,1
Казань,Экономист,89450,414172,96,1
Казань,Экономист,210561,1591592,72,1
Казань,Программист,96231,469580,36,1
Москва,Экономист,75614,912844,108,1
Казань,Программист,157495,1937892,12,0
Казань,Программист,75614,843584,84,1
Казань,Бухгалтер,210561,234096,72,1
Москва,Бухгалтер,112309,871288,60,1
Казань,Экономист,75614,192540,84,1
Москва,Программист,75614,1660852,96,1
Казань,Экономист,137245,1383812,60,1
Москва,Экономист,189242,261800,84,1
Питер,Экономист,137245,1660852,24,0
Москва,Экономист,96231,261800,36,1
Казань,Программист,89450,220244,12,1
Питер,Бухгалтер,189242,1605444,108,1
Казань,Программист,89450,234096,36,1
Казань,Программист,89450,954400,96,1
Москва,Бухгалтер,210561,1993300,72,1
Питер,Бухгалтер,112309,441876,108,1
Казань,Экономист,75614,303356,48,1
Казань,Экономист,89450,1314552,12,0
Москва,Бухгалтер,89450,1300700,84,1
Москва,Бухгалтер,189242,1937892,48,1
Казань,Программист,75614,511136,72,1
Питер,Экономист,75614,1286848,96,1
Казань,Бухгалтер,189242,1259144,108,1
Москва,Бухгалтер,210561,788176,108,1
Казань,Бухгалтер,210561,1453072,48,1
Казань,Экономист,189242,705064,36,1
Москва,Бухгалтер,137245,1743964,48,1
Москва,Бухгалтер,96231,802028,96,1
Питер,Программист,157495,898992,96,1
Москва,Программист,210561,1979448,48,1
Москва,Экономист,157495,1162180,96,1
Питер,Экономист,75614,1286848,36,0
Питер,Бухгалтер,210561,871288,108,1
Питер,Экономист,157495,1937892,84,1
Казань,Экономист,112309,705064,48,1
Казань,Экономист,96231,1647000,24,0
Москва,Экономист,96231,857436,48,1
Питер,Программист,75614,1286848,36,0
Казань,Экономист,112309,857436,108,1
Казань,Экономист,89450,926696,108,1
Питер,Бухгалтер,210561,1688556,96,1
Казань,Экономист,157495,1314552,24,0
Казань,Экономист,75614,1342256,96,1
Казань,Программист,157495,1314552,84,1
Питер,Бухгалтер,75614,552692,108,1
Казань,Бухгалтер,112309,1480776,12,0
Москва,Экономист,137245,1466924,12,0
Питер,Программист,89450,649656,72,1
Москва,Программист,89450,635804,108,1
Москва,Экономист,96231,1716260,72,1
Москва,Программист,157495,1730112,60,1
Питер,Программист,210561,1757816,48,1
Питер,Бухгалтер,112309,1383812,72,1
Питер,Экономист,112309,1065216,96,1
Москва,Программист,189242,885140,24,1
Казань,Бухгалтер,157495,1162180,12,0
