REGION,JOB_TITLE,SALARY,LOAN_AMOUNT,PERIOD
Москва,Программист,189242,1051364,12
Питер,Экономист,75614,275652,60
Москва,Экономист,189242,1813224,12
Москва,Программист,96231,275652,84
Питер,Экономист,189242,206392,60
Москва,Бухгалтер,89450,829732,48
Казань,Программист,210561,1799372,96
Москва,Экономист,89450,677360,96
Москва,Экономист,96231,843584,96
Казань,Программист,96231,344912,108
Казань,Программист,89450,1065216,60
Казань,Экономист,157495,1356108,24
Казань,Бухгалтер,89450,1591592,48
Питер,Экономист,210561,760472,60
Москва,Бухгалтер,157495,1120624,96
Москва,Экономист,137245,1356108,48
Москва,Экономист,96231,732768,60
Питер,Экономист,89450,400320,108
Москва,Программист,89450,1536184,108
Питер,Бухгалтер,112309,843584,84
Москва,Экономист,75614,455728,36
Москва,Бухгалтер,157495,1453072,96
Москва,Программист,157495,247948,48
Казань,Бухгалтер,189242,663508,60
Москва,Программист,96231,635804,84
Питер,Бухгалтер,96231,1563888,36
Казань,Бухгалтер,189242,1466924,12
Питер,Программист,112309,746620,60
Питер,Бухгалтер,210561,1896336,108
Москва,Программист,89450,344912,60
Казань,Программист,210561,1453072,12
Питер,Бухгалтер,157495,497284,60
Казань,Бухгалтер,210561,1162180,108
Питер,Бухгалтер,189242,1799372,24
Питер,Программист,210561,732768,72
Казань,Экономист,75614,1660852,84
Казань,Программист,189242,524988,36
Москва,Бухгалтер,210561,1660852,108
Москва,Экономист,89450,1508480,12
Питер,Программист,137245,1674704,24
Москва,Программист,96231,995956,96
Москва,Бухгалтер,112309,732768,24
Казань,Программист,89450,705064,60
Москва,Бухгалтер,157495,1439220,108
Москва,Экономист,75614,1092920,84
Москва,Бухгалтер,89450,386468,72
Москва,Экономист,96231,746620,72
Казань,Бухгалтер,137245,1951744,108
Казань,Бухгалтер,157495,497284,96
Москва,Бухгалтер,75614,580396,108
Питер,Экономист,112309,538840,24
Казань,Программист,112309,1854780,108
Казань,Программист,89450,995956,84
Казань,Программист,210561,1051364,96
Питер,Программист,189242,192540,72
Казань,Программист,75614,552692,108
Казань,Программист,75614,857436,36
Казань,Программист,157495,1480776,72
Питер,Программист,75614,552692,60
Питер,Программист,210561,802028,12
Питер,Бухгалтер,189242,621952,96
Казань,Программист,157495,1411516,96
Питер,Экономист,96231,1453072,84
Москва,Бухгалтер,137245,1591592,36
Питер,Программист,89450,400320,84
Москва,Экономист,157495,663508,72
Москва,Экономист,137245,1314552,24
Питер,Бухгалтер,112309,1023660,108
Казань,Программист,137245,718916,84
Питер,Программист,112309,1037512,12
Питер,Бухгалтер,75614,760472,84
Казань,Программист,137245,1356108,96
Москва,Бухгалтер,137245,1272996,36
Питер,Программист,112309,1286848,12
Москва,Экономист,112309,1702408,96
Казань,Бухгалтер,210561,275652,72
Питер,Экономист,89450,511136,84
Питер,Бухгалтер,137245,511136,72
Москва,Программист,96231,1799372,108
Москва,Экономист,96231,1425368,96
Москва,Программист,75614,1965596,72
Москва,Экономист,189242,1245292,60
Москва,Программист,157495,774324,48
Казань,Бухгалтер,89450,1383812,12
Москва,Программист,210561,1605444,24
Москва,Бухгалтер,210561,760472,60
Москва,Экономист,137245,1369960,60
Казань,Экономист,112309,677360,48
Москва,Бухгалтер,112309,885140,24
Питер,Бухгалтер,75614,1979448,60
Казань,Программист,112309,1910188,24
Питер,Программист,210561,1272996,72
Казань,Программист,189242,1259144,60
Питер,Программист,189242,1134476,12
Питер,Программист,75614,1854780,12
Москва,Экономист,137245,1730112,96
Москва,Программист,112309,1605444,84
Питер,Бухгалтер,157495,1757816,84
Казань,Программист,157495,1688556,60
Казань,Бухгалтер,157495,234096,12
Казань,Экономист,210561,1563888,60
Москва,Экономист,157495,1176032,72
Казань,Программист,137245,898992,12
Питер,Бухгалтер,112309,705064,48
Казань,Бухгалтер,157495,898992,60
Москва,Программист,75614,317208,108
Питер,Экономист,75614,885140,108
Казань,Бухгалтер,189242,1896336,96
Казань,Экономист,137245,802028,96
Казань,Бухгалтер,89450,1079068,24
Казань,Программист,157495,1425368,84
Москва,Программист,137245,1065216,12
Казань,Экономист,210561,331060,108
Питер,Экономист,137245,1106772,96
Питер,Бухгалтер,112309,1328404,108
Москва,Программист,75614,1951744,48
Москва,Бухгалтер,112309,1743964,72
Москва,Бухгалтер,210561,663508,60
Казань,Экономист,112309,1051364,72
Казань,Программист,75614,192540,96
Питер,Программист,157495,815880,36
Казань,Экономист,112309,1203736,84
Казань,Бухгалтер,189242,1383812,12
Казань,Экономист,157495,1965596,48
Питер,Бухгалтер,112309,705064,72
Москва,Программист,157495,1300700,60
Москва,Экономист,89450,885140,12
Казань,Бухгалтер,112309,982104,108
Москва,Программист,157495,220244,96
Москва,Экономист,189242,1300700,96
